id,timestamp_ns,received_at,symbol,buy_exchange,sell_exchange,buy_vwap,sell_vwap,target_volume,gross_spread,buy_fee,sell_fee,gas_fee,net_profit,net_profit_pct,execution_id,executed,execution_latency_us,status
962,1786474479156620900,2026-08-11T18:54:39.156641+00:00,BTC/USDT,kraken,binance,62100.10000000,72588.57000000,0.01,102.54421170,1.61460260,0.72588570,2.50,100.04421170,0.16068375,ARB-20260811185439156,1,1174,FILLED
961,1786474479140616800,2026-08-11T18:54:39.140638+00:00,BTC/USDT,kraken,binance,62100.10000000,72588.57000000,0.01,102.54421170,1.61460260,0.72588570,2.50,100.04421170,0.16068375,ARB-20260811185439140,1,10856,FILLED
960,1786474479124886800,2026-08-11T18:54:39.124912+00:00,BTC/USDT,kraken,binance,62100.10000000,72588.57000000,0.01,102.54421170,1.61460260,0.72588570,2.50,100.04421170,0.16068375,ARB-20260811185439124,1,10397,FILLED
959,1786474479109749900,2026-08-11T18:54:39.109774+00:00,BTC/USDT,kraken,binance,62100.10000000,72588.57000000,0.01,102.54421170,1.61460260,0.72588570,2.50,100.04421170,0.16068375,ARB-20260811185439109,1,10139,FILLED
958,1786474479094302800,2026-08-11T18:54:39.094324+00:00,BTC/USDT,kraken,binance,62100.10000000,72588.57000000,0.01,102.54421170,1.61460260,0.72588570,2.50,100.04421170,0.16068375,ARB-20260811185439094,1,10138,FILLED
957,1786474479079076700,2026-08-11T18:54:39.079097+00:00,BTC/USDT,kraken,binance,62100.10000000,72588.57000000,0.01,102.54421170,1.61460260,0.72588570,2.50,100.04421170,0.16068375,ARB-20260811185439079,1,10065,FILLED
956,1786474479064067700,2026-08-11T18:54:39.064089+00:00,BTC/USDT,kraken,binance,62254.67000000,72329.68000000,0.01,98.40818178,1.61862142,0.72329680,2.50,95.90818178,0.15365830,ARB-20260811185439064,1,10729,FILLED
955,1786474479049004800,2026-08-11T18:54:39.049025+00:00,BTC/USDT,kraken,binance,62254.67000000,72329.68000000,0.01,98.40818178,1.61862142,0.72329680,2.50,95.90818178,0.15365830,ARB-20260811185439048,1,9908,FILLED
954,1786474479032778500,2026-08-11T18:54:39.032799+00:00,BTC/USDT,kraken,binance,62254.67000000,72329.68000000,0.01,98.40818178,1.61862142,0.72329680,2.50,95.90818178,0.15365830,ARB-20260811185439032,1,11131,FILLED
953,1786474479017583400,2026-08-11T18:54:39.017605+00:00,BTC/USDT,kraken,binance,62254.67000000,72329.68000000,0.01,98.40818178,1.61862142,0.72329680,2.50,95.90818178,0.15365830,ARB-20260811185439017,1,10269,FILLED
952,1786474479002318900,2026-08-11T18:54:39.002340+00:00,BTC/USDT,kraken,binance,62254.67000000,72329.68000000,0.01,98.40818178,1.61862142,0.72329680,2.50,95.90818178,0.15365830,ARB-20260811185439002,1,10234,FILLED
951,1786474478987131000,2026-08-11T18:54:38.987153+00:00,BTC/USDT,kraken,binance,62254.67000000,72329.68000000,0.01,98.40818178,1.61862142,0.72329680,2.50,95.90818178,0.15365830,ARB-20260811185438987,1,10098,FILLED
950,1786474478971196300,2026-08-11T18:54:38.971218+00:00,BTC/USDT,kraken,binance,62254.67000000,72329.68000000,0.01,98.40818178,1.61862142,0.72329680,2.50,95.90818178,0.15365830,ARB-20260811185438971,1,10962,FILLED
949,1786474478955546200,2026-08-11T18:54:38.955568+00:00,BTC/USDT,kraken,binance,62672.50000000,71979.68000000,0.01,90.72251820,1.62948500,0.71979680,2.50,88.22251820,0.14040246,ARB-20260811185438955,1,11375,FILLED
948,1786474478940394600,2026-08-11T18:54:38.940415+00:00,BTC/USDT,kraken,binance,62672.50000000,71979.68000000,0.01,90.72251820,1.62948500,0.71979680,2.50,88.22251820,0.14040246,ARB-20260811185438940,1,10149,FILLED
947,1786474478924957200,2026-08-11T18:54:38.924979+00:00,BTC/USDT,kraken,binance,62672.50000000,71979.68000000,0.01,90.72251820,1.62948500,0.71979680,2.50,88.22251820,0.14040246,ARB-20260811185438924,1,10413,FILLED
946,1786474478909571700,2026-08-11T18:54:38.909594+00:00,BTC/USDT,kraken,binance,62672.50000000,71979.68000000,0.01,90.72251820,1.62948500,0.71979680,2.50,88.22251820,0.14040246,ARB-20260811185438909,1,9968,FILLED
945,1786474478893480500,2026-08-11T18:54:38.893504+00:00,BTC/USDT,kraken,binance,62672.50000000,71979.68000000,0.01,90.72251820,1.62948500,0.71979680,2.50,88.22251820,0.14040246,ARB-20260811185438893,1,10664,FILLED
944,1786474478878399700,2026-08-11T18:54:38.878423+00:00,BTC/USDT,kraken,binance,62672.50000000,71979.68000000,0.01,90.72251820,1.62948500,0.71979680,2.50,88.22251820,0.14040246,ARB-20260811185438878,1,9605,FILLED
943,1786474478862052700,2026-08-11T18:54:38.862074+00:00,BTC/USDT,kraken,binance,62672.50000000,71979.68000000,0.01,90.72251820,1.62948500,0.71979680,2.50,88.22251820,0.14040246,ARB-20260811185438862,1,10784,FILLED
942,1786474478847243100,2026-08-11T18:54:38.847263+00:00,BTC/USDT,kraken,binance,62974.09000000,71526.57000000,0.01,83.17220796,1.63732634,0.71526570,2.50,80.67220796,0.12777160,ARB-20260811185438847,1,11476,FILLED
941,1786474478832028800,2026-08-11T18:54:38.832050+00:00,BTC/USDT,kraken,binance,62974.09000000,71526.57000000,0.01,83.17220796,1.63732634,0.71526570,2.50,80.67220796,0.12777160,ARB-20260811185438832,1,9950,FILLED
940,1786474478816704800,2026-08-11T18:54:38.816726+00:00,BTC/USDT,kraken,binance,62974.09000000,71526.57000000,0.01,83.17220796,1.63732634,0.71526570,2.50,80.67220796,0.12777160,ARB-20260811185438816,1,10093,FILLED
939,1786474478800424600,2026-08-11T18:54:38.800446+00:00,BTC/USDT,kraken,binance,62974.09000000,71526.57000000,0.01,83.17220796,1.63732634,0.71526570,2.50,80.67220796,0.12777160,ARB-20260811185438800,1,10944,FILLED
938,1786474478781869500,2026-08-11T18:54:38.781891+00:00,BTC/USDT,kraken,binance,62974.09000000,71526.57000000,0.01,83.17220796,1.63732634,0.71526570,2.50,80.67220796,0.12777160,ARB-20260811185438781,1,10545,FILLED
937,1786474478586180700,2026-08-11T18:54:38.586205+00:00,BTC/USDT,kraken,binance,63343.74000000,71088.05000000,0.01,75.08528226,1.64693724,0.71088050,2.50,72.58528226,0.11429235,ARB-20260811185438586,1,2316,FILLED
936,1786474478570668900,2026-08-11T18:54:38.570692+00:00,BTC/USDT,kraken,binance,63829.30000000,70824.18000000,0.01,67.58099640,1.65956180,0.70824180,2.50,65.08099640,0.10169659,ARB-20260811185438570,1,11100,FILLED
935,1786474478554407600,2026-08-11T18:54:38.554429+00:00,BTC/USDT,kraken,binance,63829.30000000,70824.18000000,0.01,67.58099640,1.65956180,0.70824180,2.50,65.08099640,0.10169659,ARB-20260811185438554,1,11254,FILLED
934,1786474478539403100,2026-08-11T18:54:38.539424+00:00,BTC/USDT,kraken,binance,63829.30000000,70824.18000000,0.01,67.58099640,1.65956180,0.70824180,2.50,65.08099640,0.10169659,ARB-20260811185438539,1,10106,FILLED
933,1786474478524202800,2026-08-11T18:54:38.524226+00:00,BTC/USDT,kraken,binance,63829.30000000,70824.18000000,0.01,67.58099640,1.65956180,0.70824180,2.50,65.08099640,0.10169659,ARB-20260811185438524,1,10283,FILLED
932,1786474478508745900,2026-08-11T18:54:38.508768+00:00,BTC/USDT,kraken,binance,63829.30000000,70824.18000000,0.01,67.58099640,1.65956180,0.70824180,2.50,65.08099640,0.10169659,ARB-20260811185438508,1,10465,FILLED
931,1786474478493538100,2026-08-11T18:54:38.493572+00:00,BTC/USDT,kraken,binance,63829.30000000,70824.18000000,0.01,67.58099640,1.65956180,0.70824180,2.50,65.08099640,0.10169659,ARB-20260811185438493,1,10083,FILLED
930,1786474478477052200,2026-08-11T18:54:38.477072+00:00,BTC/USDT,kraken,binance,63829.30000000,70824.18000000,0.01,67.58099640,1.65956180,0.70824180,2.50,65.08099640,0.10169659,ARB-20260811185438477,1,11425,FILLED
929,1786474478462731500,2026-08-11T18:54:38.462755+00:00,BTC/USDT,kraken,binance,64082.42000000,70474.99000000,0.01,61.55480718,1.66614292,0.70474990,2.50,59.05480718,0.09191548,ARB-20260811185438462,1,11335,FILLED
928,1786474478447537500,2026-08-11T18:54:38.447559+00:00,BTC/USDT,kraken,binance,64082.42000000,70474.99000000,0.01,61.55480718,1.66614292,0.70474990,2.50,59.05480718,0.09191548,ARB-20260811185438447,1,10194,FILLED
927,1786474478432333700,2026-08-11T18:54:38.432356+00:00,BTC/USDT,kraken,binance,64082.42000000,70474.99000000,0.01,61.55480718,1.66614292,0.70474990,2.50,59.05480718,0.09191548,ARB-20260811185438432,1,10206,FILLED
926,1786474478417217100,2026-08-11T18:54:38.417238+00:00,BTC/USDT,kraken,binance,64082.42000000,70474.99000000,0.01,61.55480718,1.66614292,0.70474990,2.50,59.05480718,0.09191548,ARB-20260811185438417,1,10137,FILLED
925,1786474478401670700,2026-08-11T18:54:38.401692+00:00,BTC/USDT,kraken,binance,64082.42000000,70474.99000000,0.01,61.55480718,1.66614292,0.70474990,2.50,59.05480718,0.09191548,ARB-20260811185438401,1,10547,FILLED
924,1786474478386579400,2026-08-11T18:54:38.386602+00:00,BTC/USDT,kraken,binance,64082.42000000,70474.99000000,0.01,61.55480718,1.66614292,0.70474990,2.50,59.05480718,0.09191548,ARB-20260811185438386,1,10058,FILLED
923,1786474478371221300,2026-08-11T18:54:38.371241+00:00,BTC/USDT,kraken,binance,64082.42000000,70474.99000000,0.01,61.55480718,1.66614292,0.70474990,2.50,59.05480718,0.09191548,ARB-20260811185438371,1,10320,FILLED
922,1786474478355881500,2026-08-11T18:54:38.355903+00:00,BTC/USDT,kraken,binance,64307.20000000,70137.40000000,0.01,55.92863880,1.67198720,0.70137400,2.50,53.42863880,0.08286799,ARB-20260811185438355,1,11006,FILLED
921,1786474478339631700,2026-08-11T18:54:38.339652+00:00,BTC/USDT,kraken,binance,64307.20000000,70137.40000000,0.01,55.92863880,1.67198720,0.70137400,2.50,53.42863880,0.08286799,ARB-20260811185438339,1,11205,FILLED
920,1786474478324497300,2026-08-11T18:54:38.324519+00:00,BTC/USDT,kraken,binance,64307.20000000,70137.40000000,0.01,55.92863880,1.67198720,0.70137400,2.50,53.42863880,0.08286799,ARB-20260811185438324,1,10153,FILLED
919,1786474478309281900,2026-08-11T18:54:38.309303+00:00,BTC/USDT,kraken,binance,64307.20000000,70137.40000000,0.01,55.92863880,1.67198720,0.70137400,2.50,53.42863880,0.08286799,ARB-20260811185438309,1,10098,FILLED
918,1786474478293059200,2026-08-11T18:54:38.293080+00:00,BTC/USDT,kraken,binance,64307.20000000,70137.40000000,0.01,55.92863880,1.67198720,0.70137400,2.50,53.42863880,0.08286799,ARB-20260811185438293,1,11124,FILLED
917,1786474478278921900,2026-08-11T18:54:38.278944+00:00,BTC/USDT,kraken,binance,64307.20000000,70137.40000000,0.01,55.92863880,1.67198720,0.70137400,2.50,53.42863880,0.08286799,ARB-20260811185438278,1,10238,FILLED
916,1786474478263628200,2026-08-11T18:54:38.263647+00:00,BTC/USDT,kraken,binance,64307.20000000,70137.40000000,0.01,55.92863880,1.67198720,0.70137400,2.50,53.42863880,0.08286799,ARB-20260811185438263,1,10345,FILLED
915,1786474478248284400,2026-08-11T18:54:38.248307+00:00,BTC/USDT,kraken,binance,64806.07000000,69627.96000000,0.01,45.83766258,1.68495782,0.69627960,2.50,43.33766258,0.06669943,ARB-20260811185438248,1,11141,FILLED
914,1786474478233193700,2026-08-11T18:54:38.233217+00:00,BTC/USDT,kraken,binance,64806.07000000,69627.96000000,0.01,45.83766258,1.68495782,0.69627960,2.50,43.33766258,0.06669943,ARB-20260811185438233,1,10062,FILLED
913,1786474478217789400,2026-08-11T18:54:38.217811+00:00,BTC/USDT,kraken,binance,64806.07000000,69627.96000000,0.01,45.83766258,1.68495782,0.69627960,2.50,43.33766258,0.06669943,ARB-20260811185438217,1,10279,FILLED
912,1786474478202473300,2026-08-11T18:54:38.202494+00:00,BTC/USDT,kraken,binance,64806.07000000,69627.96000000,0.01,45.83766258,1.68495782,0.69627960,2.50,43.33766258,0.06669943,ARB-20260811185438202,1,10209,FILLED
911,1786474478187245500,2026-08-11T18:54:38.187266+00:00,BTC/USDT,kraken,binance,64806.07000000,69627.96000000,0.01,45.83766258,1.68495782,0.69627960,2.50,43.33766258,0.06669943,ARB-20260811185438187,1,10264,FILLED
910,1786474478172049000,2026-08-11T18:54:38.172071+00:00,BTC/USDT,kraken,binance,64806.07000000,69627.96000000,0.01,45.83766258,1.68495782,0.69627960,2.50,43.33766258,0.06669943,ARB-20260811185438172,1,10117,FILLED
909,1786474478156939000,2026-08-11T18:54:38.156959+00:00,BTC/USDT,kraken,binance,64806.07000000,69627.96000000,0.01,45.83766258,1.68495782,0.69627960,2.50,43.33766258,0.06669943,ARB-20260811185438156,1,10091,FILLED
908,1786474478140730700,2026-08-11T18:54:38.140752+00:00,BTC/USDT,kraken,binance,65437.64000000,69584.12000000,0.01,39.06758016,1.70137864,0.69584120,2.50,36.56758016,0.05573665,ARB-20260811185438140,1,11882,FILLED
907,1786474478125559900,2026-08-11T18:54:38.125581+00:00,BTC/USDT,kraken,binance,65437.64000000,69584.12000000,0.01,39.06758016,1.70137864,0.69584120,2.50,36.56758016,0.05573665,ARB-20260811185438125,1,10113,FILLED
906,1786474478109079300,2026-08-11T18:54:38.109101+00:00,BTC/USDT,kraken,binance,65437.64000000,69584.12000000,0.01,39.06758016,1.70137864,0.69584120,2.50,36.56758016,0.05573665,ARB-20260811185438109,1,11442,FILLED
905,1786474478094156200,2026-08-11T18:54:38.094178+00:00,BTC/USDT,kraken,binance,65437.64000000,69584.12000000,0.01,39.06758016,1.70137864,0.69584120,2.50,36.56758016,0.05573665,ARB-20260811185438094,1,10212,FILLED
904,1786474478078963100,2026-08-11T18:54:38.078984+00:00,BTC/USDT,kraken,binance,65437.64000000,69584.12000000,0.01,39.06758016,1.70137864,0.69584120,2.50,36.56758016,0.05573665,ARB-20260811185438078,1,10272,FILLED
903,1786474478063616700,2026-08-11T18:54:38.063638+00:00,BTC/USDT,kraken,binance,65437.64000000,69584.12000000,0.01,39.06758016,1.70137864,0.69584120,2.50,36.56758016,0.05573665,ARB-20260811185438063,1,10240,FILLED
902,1786474478048353000,2026-08-11T18:54:38.048374+00:00,BTC/USDT,kraken,binance,65437.64000000,69584.12000000,0.01,39.06758016,1.70137864,0.69584120,2.50,36.56758016,0.05573665,ARB-20260811185438048,1,10267,FILLED
901,1786474478033441100,2026-08-11T18:54:38.033462+00:00,BTC/USDT,kraken,binance,65758.63000000,69410.22000000,0.01,34.11207342,1.70972438,0.69410220,2.50,31.61207342,0.04794822,ARB-20260811185438033,1,10678,FILLED
900,1786474478018094300,2026-08-11T18:54:38.018115+00:00,BTC/USDT,kraken,binance,65758.63000000,69410.22000000,0.01,34.11207342,1.70972438,0.69410220,2.50,31.61207342,0.04794822,ARB-20260811185438018,1,10179,FILLED
899,1786474478003415400,2026-08-11T18:54:38.003435+00:00,BTC/USDT,kraken,binance,65758.63000000,69410.22000000,0.01,34.11207342,1.70972438,0.69410220,2.50,31.61207342,0.04794822,ARB-20260811185438003,1,9606,FILLED
898,1786474477986867800,2026-08-11T18:54:37.986888+00:00,BTC/USDT,kraken,binance,65758.63000000,69410.22000000,0.01,34.11207342,1.70972438,0.69410220,2.50,31.61207342,0.04794822,ARB-20260811185437986,1,10942,FILLED
897,1786474477971574300,2026-08-11T18:54:37.971596+00:00,BTC/USDT,kraken,binance,65758.63000000,69410.22000000,0.01,34.11207342,1.70972438,0.69410220,2.50,31.61207342,0.04794822,ARB-20260811185437971,1,10214,FILLED
896,1786474477956519700,2026-08-11T18:54:37.956542+00:00,BTC/USDT,kraken,binance,65758.63000000,69410.22000000,0.01,34.11207342,1.70972438,0.69410220,2.50,31.61207342,0.04794822,ARB-20260811185437956,1,10083,FILLED
895,1786474477940397600,2026-08-11T18:54:37.940418+00:00,BTC/USDT,kraken,binance,65758.63000000,69410.22000000,0.01,34.11207342,1.70972438,0.69410220,2.50,31.61207342,0.04794822,ARB-20260811185437940,1,11083,FILLED
894,1786474477925117500,2026-08-11T18:54:37.925139+00:00,BTC/USDT,kraken,binance,66342.74000000,69295.02000000,0.01,27.10493856,1.72491124,0.69295020,2.50,24.60493856,0.03699144,ARB-20260811185437925,1,11076,FILLED
893,1786474477910137200,2026-08-11T18:54:37.910158+00:00,BTC/USDT,kraken,binance,66342.74000000,69295.02000000,0.01,27.10493856,1.72491124,0.69295020,2.50,24.60493856,0.03699144,ARB-20260811185437910,1,10145,FILLED
892,1786474477894884100,2026-08-11T18:54:37.894905+00:00,BTC/USDT,kraken,binance,66342.74000000,69295.02000000,0.01,27.10493856,1.72491124,0.69295020,2.50,24.60493856,0.03699144,ARB-20260811185437894,1,10295,FILLED
891,1786474477879561300,2026-08-11T18:54:37.879582+00:00,BTC/USDT,kraken,binance,66342.74000000,69295.02000000,0.01,27.10493856,1.72491124,0.69295020,2.50,24.60493856,0.03699144,ARB-20260811185437879,1,10304,FILLED
890,1786474477864374400,2026-08-11T18:54:37.864397+00:00,BTC/USDT,kraken,binance,66342.74000000,69295.02000000,0.01,27.10493856,1.72491124,0.69295020,2.50,24.60493856,0.03699144,ARB-20260811185437864,1,10242,FILLED
889,1786474477849321600,2026-08-11T18:54:37.849343+00:00,BTC/USDT,kraken,binance,66342.74000000,69295.02000000,0.01,27.10493856,1.72491124,0.69295020,2.50,24.60493856,0.03699144,ARB-20260811185437849,1,10128,FILLED
888,1786474477834041800,2026-08-11T18:54:37.834062+00:00,BTC/USDT,kraken,binance,66342.74000000,69295.02000000,0.01,27.10493856,1.72491124,0.69295020,2.50,24.60493856,0.03699144,ARB-20260811185437834,1,10293,FILLED
887,1786474477818727100,2026-08-11T18:54:37.818749+00:00,BTC/USDT,kraken,binance,66655.12000000,69213.17000000,0.01,23.15533518,1.73303312,0.69213170,2.50,20.65533518,0.03090801,ARB-20260811185437818,1,10988,FILLED
886,1786474477803773000,2026-08-11T18:54:37.803794+00:00,BTC/USDT,kraken,binance,66655.12000000,69213.17000000,0.01,23.15533518,1.73303312,0.69213170,2.50,20.65533518,0.03090801,ARB-20260811185437803,1,9878,FILLED
885,1786474477788006200,2026-08-11T18:54:37.788028+00:00,BTC/USDT,kraken,binance,66655.12000000,69213.17000000,0.01,23.15533518,1.73303312,0.69213170,2.50,20.65533518,0.03090801,ARB-20260811185437787,1,9952,FILLED
